ID,ProductName,Quantity,InvoiceNumber,CustomerID,PaymentMethod,InvoiceGenDate
1196126,Soccer 7,27,13350197119,1196126,POD,11/2/2020 19:55
1768393,Run Max 8,3,52088249161,1768393,Card,12/2/2020 13:04
6877298,Pro Run 7,50,46536007293,6877298,POD,12/20/2020 14:21
656978,Free Run 10,42,54087050395,656978,POD,12/21/2020 14:30
3383978,Raft 3,63,60470388827,3383978,Card,1/28/2021 20:47
9199762,Soccer 4,85,25360369674,9199762,Card,10/25/2020 11:04
3056997,Air 7,20,44791518819,3056997,Card,1/30/2021 16:29
8669745,Max 4,76,48569011378,8669745,Cash,10/9/2020 5:42
927359,Free Run 8,63,67307586370,927359,POD,10/14/2020 17:57
5967453,Air 2,73,49275625489,5967453,Card,12/25/2020 17:59
7347291,Raft 6,42,15996847579,7347291,Card,10/15/2020 6:52
2101342,Air 5,7,62412819328,2101342,Card,10/4/2020 18:41
2154720,Raft 7,51,46586621716,2154720,Card,11/15/2020 16:10
3568617,Run Max 6,50,73327408015,3568617,POD,1/18/2021 3:03
7173878,Air 7,19,61579027776,7173878,Card,10/10/2020 6:45
7375333,Com 2,1,32160979868,7375333,POD,12/28/2020 19:23
1118191,Hunch 1,85,75958313957,1118191,Cash,11/14/2020 2:32
6031272,Run Max 2,88,11602891132,6031272,Card,10/6/2020 22:48
6239051,Air 8,23,94080660092,6239051,POD,1/22/2021 10:42
8899871,Jordan Pro 9,93,10635240201,8899871,Card,1/14/2021 21:39
1596391,Run 3,40,40175860719,1596391,Card,11/24/2020 15:35
8236399,Com 8,96,55786382083,8236399,Card,1/13/2021 15:36
5238954,Air 8,84,44087392700,5238954,POD,10/10/2020 5:06
8564434,Run Max 8,35,32007879707,8564434,POD,1/14/2021 12:34
4322367,Run 6,31,78352648252,4322367,Card,1/20/2021 15:11
5621691,Run Max 9,17,61385480915,5621691,Cash,2/2/2021 13:21
5510965,Raft 9,96,39372032605,5510965,Card ,11/25/2020 8:50
2050195,Pro Run 7,43,12683377329,2050195,Card,11/1/2020 9:34
6519084,Jordan Pro 10,52,59969345358,6519084,Card,1/11/2021 21:13
6302388,Run Max 7,55,76259933816,6302388,Card,1/16/2021 20:18
7821746,Pro Run 7,34,83152235517,7821746,Card,10/3/2020 13:57
8474535,Jordan Pro 3,53,33602905853,8474535,Card,1/11/2021 20:05
432302,Com 6,65,26403674291,432302,Cash,11/25/2020 1:12
4921416,Insane 1,87,24674638688,4921416,Cash,12/1/2020 11:19
7129390,Pro Run 6,26,22524502372,7129390,Cash,10/25/2020 2:48
9280419,Pro Run 10,75,28766165567,9280419,Card,1/31/2021 0:19
8775750,Soccer 5,83,29497700017,8775750,Card,10/2/2020 20:35
5531380,Com 1,100,19243531220,5531380,Card,11/17/2020 16:22
3957288,Insane 2,37,51293455585,3957288,Card,10/26/2020 8:02
3112324,Insane 10,1,98086045029,3112324,Card,11/15/2020 2:24
6738485,Air Max 10,69,80884060528,6738485,Card,10/3/2020 21:34
9050191,Max 3,93,72307395722,9050191,Card ,1/23/2021 12:39
721567,Jordan 9,46,76463241321,721567,Cash,11/25/2020 6:32
7752140,Jordan 3,60,68037324727,7752140,Cash,11/30/2020 23:13
112658,Air Max 6,45,39267013853,112658,Card,2/4/2021 23:32
4068805,Insane 5,35,82416763833,4068805,Card,1/31/2021 23:23
9891738,Insane 2,73,68087038171,9891738,POD,10/20/2020 13:10
1513088,Run Max 7,38,66135285635,1513088,Cash,11/5/2020 10:53
1364186,Air Max 8,67,76665679883,1364186,Card,10/18/2020 7:25
2687027,Air Max 10,68,42123988225,2687027,POD,1/23/2021 23:23
7341403,Raft 1,7,76156246475,7341403,Card ,12/23/2020 8:34
4632526,Insane 4,22,50905866964,4632526,Card ,11/24/2020 21:15
8974562,Free Run 5,8,71382465757,8974562,Card,2/8/2021 9:52
1832393,Jordan 8,27,40873439963,1832393,Card,10/22/2020 18:45
5804133,Soccer 10,60,10485012794,5804133,Cash,10/28/2020 11:58
575491,Hunch 9,40,40716406314,575491,Cash,12/27/2020 16:10
559367,Jordan Pro 8,79,81221960318,559367,Card,1/11/2021 9:18
3336990,Run 1,29,99416453974,3336990,Cash,11/18/2020 4:55
2183903,Hunch 5,65,37589952444,2183903,Card,1/6/2021 20:05
9956080,Hunch 9,35,61631406057,9956080,Card ,11/14/2020 20:59
1834979,Max 10,88,95547684999,1834979,Cash,1/11/2021 3:23
1388412,Hunch 6,69,31188202995,1388412,Cash,11/21/2020 5:04
1637137,Run 10,91,48247323286,1637137,Cash,2/3/2021 23:46
1782402,Pro Run 8,32,11520856343,1782402,Card,12/14/2020 8:43
1772863,Air Max 10,59,27959229035,1772863,Cash,10/26/2020 3:15
7940250,Jordan Pro 10,96,53039621960,7940250,Cash,10/5/2020 13:12
2626798,Soccer 5,72,72069997559,2626798,Card ,10/8/2020 21:49
1905348,Run Max 4,27,33188246025,1905348,Card,1/16/2021 17:00
4305674,Run 10,29,14156195248,4305674,Card,1/24/2021 8:04
3572645,Free Run 7,71,97431750611,3572645,Card ,11/27/2020 23:51
6246712,Soccer 4,87,44578219710,6246712,Card,12/30/2020 2:20
1641326,Air 6,3,62614896201,1641326,Card,12/31/2020 21:12
2441646,Air 6,83,19114806063,2441646,Card,10/29/2020 6:21
9805842,Jordan Pro 7,54,35988863430,9805842,Card ,1/17/2021 16:52
6930478,Com 6,24,37425805164,6930478,Cash,10/13/2020 7:00
624812,Free Run 7,3,97478332515,624812,Card,11/9/2020 6:18
8348093,Air 6,65,13972191083,8348093,Card,11/28/2020 23:27
1730007,Exer 1,39,55561271187,1730007,Cash,1/11/2021 18:17
5261443,Air 1,92,94641948934,5261443,Card ,12/13/2020 13:02
835952,Max 5,37,62175028382,835952,POD,1/16/2021 3:01
4574085,Soccer 9,50,21628178166,4574085,POD,10/18/2020 12:52
7549891,Exer 4,9,85502122586,7549891,Card,1/6/2021 21:39
5178291,Run 2,77,67151013132,5178291,Card,12/4/2020 17:33
7007388,Jordan Pro 7,42,59757346853,7007388,POD,12/27/2020 15:59
3773581,Soccer 8,70,77245683671,3773581,Cash,12/8/2020 5:26
7281547,Jordan Pro 7,92,30756987568,7281547,Cash,1/20/2021 21:54
7986849,Exer 3,90,30957215643,7986849,Card,11/17/2020 3:42
1769259,Air 9,57,47785682249,1769259,POD,12/21/2020 15:05
6586129,Hunch 4,14,39713835542,6586129,Card,10/22/2020 15:56
2864676,Run Max 10,89,54718886238,2864676,Card ,11/4/2020 14:30
1593940,Exer 4,25,71783932565,1593940,Card,10/4/2020 19:13
4318442,Jordan Pro 5,18,83717487278,4318442,Card ,10/16/2020 20:47
7048012,Exer 3,3,60287779865,7048012,Card,1/14/2021 10:05
5089444,Exer 3,34,72188760663,5089444,Card,1/20/2021 1:43
8140449,Run Max 1,45,15201053948,8140449,POD,12/6/2020 0:59
4534521,Pro Run 2,39,56455636719,4534521,POD,11/9/2020 12:33
4185298,Raft 10,48,67238513213,4185298,Cash,12/18/2020 7:57
9187333,Run 8,59,21565775393,9187333,Card ,10/25/2020 11:35
3695308,Free Run 3,67,83266799943,3695308,POD,2/4/2021 7:05
9703298,Air Max 8,60,35782905518,9703298,Card,11/11/2020 18:42
8280116,Jordan 4,50,70262381233,8280116,Card,1/26/2021 10:10
6596549,Hunch 6,4,58772370000,6596549,POD,11/6/2020 17:18
5989164,Jordan 9,25,34479121906,5989164,Card ,1/29/2021 22:08
6716398,Run Max 3,69,37416695510,6716398,Card,1/10/2021 21:33
7551751,Hunch 2,3,29227440543,7551751,Cash,10/27/2020 17:28
3851072,Air 3,23,78135573236,3851072,Card,11/24/2020 23:02
2272661,Run Max 7,10,73620071378,2272661,Card,1/2/2021 5:41
3076843,Soccer 3,29,97295374022,3076843,Card,10/21/2020 6:56
7872718,Raft 6,81,75718706051,7872718,Cash,11/17/2020 9:32
1450434,Soccer 5,51,21409043382,1450434,POD,12/12/2020 21:37
6215567,Soccer 2,35,74828741637,6215567,Card,11/17/2020 3:00
1050576,Pro Run 1,95,46892947955,1050576,Card,12/12/2020 12:17
721963,Pro Run 9,26,92717783705,721963,Card,1/25/2021 11:34
1612819,Run 5,98,21271777522,1612819,Cash,12/20/2020 6:05
4993466,Insane 3,99,40196049459,4993466,POD,12/27/2020 16:19
4448473,Jordan Pro 7,69,56372147081,4448473,Cash,1/28/2021 8:17
5626484,Air Max 4,58,64899768491,5626484,POD,12/13/2020 1:29
4217093,Air 8,36,73790640678,4217093,Cash,11/29/2020 5:51
8181897,Air Max 9,96,96640203169,8181897,Cash,11/23/2020 20:07
1448925,Jordan 10,79,15430057998,1448925,Cash,12/18/2020 3:41
1358150,Com 5,6,29358851118,1358150,Card,1/17/2021 12:05
5137080,Hunch 6,3,57053163658,5137080,Card,1/29/2021 19:15
1785446,Soccer 7,34,83213965592,1785446,POD,10/12/2020 12:15
3887509,Free Run 6,76,43691807875,3887509,Cash,11/9/2020 8:37
4483623,Free Run 3,74,62138714826,4483623,POD,11/5/2020 2:14
6478229,Jordan 4,95,51222134109,6478229,Card,1/19/2021 12:59
3884804,Air Max 10,34,94001041704,3884804,POD,11/16/2020 13:18
6326936,Soccer 7,47,27059179909,6326936,Cash,12/22/2020 13:44
5005713,Insane 9,92,55184107313,5005713,Card,2/5/2021 3:48
9234346,Pro Run 10,30,64475268615,9234346,POD,12/9/2020 10:04
5686035,Jordan 8,1,34855851181,5686035,Card ,10/26/2020 10:39
1799742,Jordan 5,50,21706397941,1799742,Card,10/13/2020 0:34
2173778,Hunch 2,55,79920610681,2173778,Cash,10/20/2020 17:18
685579,Com 3,17,52386976812,685579,POD,10/18/2020 22:07
6761159,Air Max 5,92,25742679749,6761159,Card,10/21/2020 5:41
4897816,Hunch 4,99,65200612197,4897816,Card ,10/4/2020 8:05
2640217,Jordan 5,86,53856745540,2640217,Card,11/20/2020 8:42
2650191,Pro Run 1,24,50127331782,2650191,POD,11/23/2020 10:55
8224597,Air Max 8,75,61711253095,8224597,POD,10/17/2020 16:27
4917422,Free Run 10,4,53749697256,4917422,Card,11/25/2020 6:18
4832562,Exer 8,54,71508929726,4832562,Card,1/5/2021 8:45
1398849,Hunch 8,94,92498527527,1398849,Card,12/29/2020 0:32
1325849,Soccer 7,56,66335460204,1325849,Card,10/29/2020 21:11
7732754,Air 2,88,26506471912,7732754,Card,11/26/2020 8:23
7725558,Exer 8,36,23981346368,7725558,Cash,1/2/2021 19:26
1076831,Hunch 6,5,50783110042,1076831,POD,1/31/2021 8:24
4767372,Raft 8,76,27002661070,4767372,Card,12/8/2020 13:54
5332421,Raft 5,6,69304604050,5332421,Card,11/16/2020 18:35
3199851,Com 5,22,83952454579,3199851,Card,12/16/2020 14:49
2182783,Insane 7,3,12547650762,2182783,Card ,11/4/2020 7:45
1719869,Com 4,30,11711152860,1719869,POD,1/23/2021 18:18
6203779,Max 10,5,74133102053,6203779,POD,2/9/2021 21:19
8990310,Raft 5,54,32120430111,8990310,Cash,12/30/2020 0:51
1485030,Jordan 9,15,59051603574,1485030,Card ,12/16/2020 9:32
243200,Air 2,58,64537165687,243200,Cash,11/6/2020 3:14
8482200,Insane 2,73,59641887464,8482200,Cash,12/2/2020 7:43
4584599,Air 3,10,54937666656,4584599,Cash,1/8/2021 21:48
4093427,Max 4,25,69362372969,4093427,Card,1/10/2021 0:38
6669219,Jordan 10,68,54573499390,6669219,Card,10/27/2020 22:46
8436914,Insane 3,48,70278617184,8436914,POD,11/29/2020 11:34
7062230,Insane 3,100,25109400737,7062230,POD,10/9/2020 6:07
3467067,Insane 4,69,44385872043,3467067,Card,10/10/2020 23:04
8751936,Hunch 4,68,72706289144,8751936,Cash,1/16/2021 4:59
8353968,Air Max 1,53,62651660454,8353968,Card,11/9/2020 14:27
2987969,Com 6,67,26487866640,2987969,Cash,10/3/2020 4:14
9517499,Hunch 2,25,56109328126,9517499,POD,1/24/2021 17:20
9959245,Pro Run 1,39,22591757966,9959245,Card,12/25/2020 20:06
4302975,Raft 1,82,49675260348,4302975,Card,2/5/2021 3:58
3212261,Run Max 10,97,36060105910,3212261,Cash,10/24/2020 20:45
7558810,Raft 4,75,94405101807,7558810,Card,10/19/2020 7:08
5009231,Hunch 3,47,46263824099,5009231,Card ,2/8/2021 10:34
3700191,Jordan 7,73,72029254675,3700191,Card ,12/6/2020 3:01
5368810,Insane 1,8,59196629673,5368810,Card,1/27/2021 2:39
9865170,Jordan 9,25,25384474763,9865170,Card,12/16/2020 15:44
8789528,Free Run 8,86,77382659391,8789528,Card ,12/4/2020 20:31
4217826,Soccer 9,69,78016442989,4217826,Card,11/15/2020 1:52
8709741,Exer 4,21,78162883137,8709741,POD,12/25/2020 13:52
1066137,Run 7,57,40090816037,1066137,Card,12/8/2020 4:53
6381640,Exer 3,10,51557309299,6381640,POD,12/28/2020 12:46
6543993,Insane 1,25,51419956199,6543993,POD,1/5/2021 11:58
965215,Com 7,90,50472304563,965215,POD,1/1/2021 12:24
8069170,Hunch 5,60,44798018383,8069170,POD,10/2/2020 5:14
7561735,Run 5,20,54517917029,7561735,POD,1/2/2021 8:45
4612605,Jordan Pro 2,24,76429014485,4612605,Cash,12/17/2020 23:25
4739486,Exer 2,23,82604219720,4739486,Cash,2/9/2021 10:11
8996325,Jordan Pro 2,67,50466440111,8996325,Card,12/31/2020 19:31
1216814,Jordan Pro 3,54,24669479955,1216814,Cash,11/15/2020 10:42
6265697,Air Max 5,78,16472981797,6265697,Card,11/6/2020 16:05
2555317,Hunch 8,37,32770603319,2555317,Card ,12/2/2020 19:50
8359600,Run 2,77,70180907502,8359600,Card,11/9/2020 20:05
7475940,Raft 10,100,76222153767,7475940,Cash,10/27/2020 21:52
5722632,Free Run 10,45,90083532554,5722632,Cash,1/25/2021 0:19
9414449,Air 8,5,45983424057,9414449,Cash,11/20/2020 23:55
2081614,Run 1,74,78446781664,2081614,Card ,2/3/2021 5:37
3133763,Pro Run 4,83,11574790323,3133763,Card,12/1/2020 10:42
9769283,Free Run 2,17,21884306433,9769283,Card,1/12/2021 9:01
7796410,Free Run 1,38,18262667802,7796410,Card,1/16/2021 17:38
9406653,Air Max 5,71,74126344563,9406653,Card,12/20/2020 23:44
8237589,Free Run 7,21,79797705746,8237589,Card,11/26/2020 2:00
4409271,Jordan 5,88,85862550247,4409271,POD,12/20/2020 15:29
727053,Insane 5,93,25528590256,727053,Card,10/1/2020 16:22
9565257,Raft 6,49,39528763394,9565257,Cash,11/3/2020 18:40
1807608,Exer 1,94,62544489394,1807608,Card,12/28/2020 15:50
3857946,Insane 5,84,98061408425,3857946,Card,11/6/2020 17:19
497840,Pro Run 1,60,35790587393,497840,Cash,2/7/2021 19:17
1735816,Jordan Pro 6,40,16732376781,1735816,Card ,12/17/2020 13:59
9200903,Air 7,49,29753680030,9200903,Card,12/26/2020 14:01
1685764,Jordan Pro 4,48,18993891366,1685764,Card,10/28/2020 2:53
6668998,Free Run 2,25,73212375547,6668998,Cash,10/21/2020 20:00
2203563,Max 8,63,79796748500,2203563,Card,12/19/2020 20:07
5475364,Pro Run 1,67,66006273602,5475364,POD,10/27/2020 15:34
2700839,Pro Run 4,60,60242285674,2700839,Card,1/22/2021 8:08
9068318,Exer 8,95,28489699664,9068318,Cash,11/4/2020 16:45
7329939,Free Run 10,28,32350444075,7329939,Card ,11/24/2020 1:45
8394738,Free Run 8,61,30075628415,8394738,Card,12/4/2020 12:36
1536947,Hunch 10,14,15689565414,1536947,Cash,12/21/2020 23:47
6674595,Air 6,82,98921970902,6674595,Card,2/7/2021 2:00
9018429,Run 10,55,89327350265,9018429,Card ,12/23/2020 19:24
1137758,Run 8,61,13407900961,1137758,Cash,1/11/2021 3:43
1490446,Com 9,11,47370861013,1490446,Card,11/27/2020 12:55
499722,Free Run 1,10,57073242178,499722,POD,12/10/2020 4:33
2667018,Jordan Pro 3,77,23508323638,2667018,Card ,12/5/2020 8:14
6880395,Run Max 9,47,57160794987,6880395,Card,11/15/2020 4:12
8927049,Run 8,31,74244232002,8927049,Cash,11/3/2020 4:02
3251832,Exer 6,8,49663432075,3251832,Cash,10/10/2020 8:18
1920662,Hunch 5,94,41071161224,1920662,Card,1/7/2021 7:18
2806681,Air Max 4,5,41381033858,2806681,Card,10/3/2020 2:53
3161293,Soccer 3,89,61055730233,3161293,Card,10/29/2020 1:49
4907546,Exer 8,29,23388270195,4907546,Card ,10/5/2020 16:13
2274469,Soccer 1,30,59919531385,2274469,Cash,1/19/2021 14:41
8319708,Free Run 1,41,20929488732,8319708,Card,1/7/2021 1:48
1632414,Run 2,33,88993496696,1632414,POD,11/1/2020 19:24
1741505,Insane 4,90,26261943045,1741505,Cash,10/19/2020 16:34
5150485,Free Run 2,15,62960120041,5150485,Cash,12/13/2020 19:32
1405395,Run 2,89,79992486123,1405395,Cash,12/6/2020 19:27
8849095,Jordan Pro 1,16,70973370499,8849095,Cash,11/2/2020 7:44
628741,Pro Run 9,39,74415082781,628741,POD,11/28/2020 19:21
1454642,Pro Run 7,56,58917868084,1454642,POD,11/24/2020 7:27
8669891,Insane 5,71,22838360978,8669891,Card ,10/14/2020 18:47
6873357,Soccer 5,75,50294796269,6873357,Card ,2/6/2021 2:42
9363965,Air 6,74,70804959899,9363965,Cash,1/22/2021 0:34
4529895,Raft 8,98,29690665599,4529895,Cash,10/3/2020 15:27
8310317,Raft 6,69,76120621796,8310317,Card,2/1/2021 17:00
2879200,Jordan 6,86,34284373122,2879200,Card,1/7/2021 21:55
8597415,Jordan 10,86,69480506236,8597415,Cash,2/7/2021 12:07
8517294,Hunch 3,40,45568289333,8517294,Card,10/31/2020 11:16
5952786,Hunch 9,57,43877507613,5952786,POD,10/28/2020 8:17
406776,Pro Run 8,78,43718672015,406776,Cash,12/5/2020 11:35
4954614,Jordan 8,71,70903541651,4954614,Cash,12/28/2020 13:16
9327939,Soccer 4,49,34635429350,9327939,Card,12/28/2020 15:17
2180850,Jordan 6,91,78417107349,2180850,Cash,12/16/2020 18:44
409885,Com 3,93,65413909322,409885,Card ,11/5/2020 22:36
2255316,Raft 9,46,46340043742,2255316,POD,2/4/2021 1:49
2314329,Air 5,47,75178304574,2314329,Card,12/9/2020 2:18
9169445,Run 4,28,93533268091,9169445,Cash,10/1/2020 17:13
1813832,Exer 10,90,10343487137,1813832,Cash,10/7/2020 15:32
2551795,Run Max 9,97,82750487947,2551795,POD,2/7/2021 1:03
3945163,Free Run 6,55,56902477775,3945163,Cash,10/10/2020 21:27
1848081,Com 2,82,61617339397,1848081,Card ,11/27/2020 18:02
7726902,Pro Run 8,20,85732251748,7726902,POD,10/30/2020 16:28
4671496,Raft 6,6,24259446173,4671496,Cash,2/8/2021 14:45
7304663,Com 5,96,68297863158,7304663,Card ,1/11/2021 4:39
6390006,Hunch 1,47,43507274049,6390006,Cash,11/27/2020 8:48
7246741,Free Run 10,26,61509100367,7246741,POD,2/1/2021 9:09
9314475,Air 7,18,58166552690,9314475,Card,2/7/2021 17:15
820386,Jordan 4,17,68899708350,820386,Card,11/10/2020 11:44
8572363,Insane 10,46,49554543412,8572363,Card ,10/23/2020 7:24
2073394,Insane 7,85,75264680431,2073394,Card ,10/8/2020 20:51
4493257,Run Max 1,31,10046706405,4493257,Cash,1/26/2021 15:05
1592679,Hunch 8,33,29404704840,1592679,Card,12/27/2020 12:01
4473845,Max 10,98,89483252574,4473845,Cash,11/4/2020 15:19
2927338,Jordan 3,98,71476242251,2927338,Card,10/20/2020 5:17
1436174,Run 8,16,46601271282,1436174,Cash,11/22/2020 10:44
3481920,Exer 4,63,93848034030,3481920,POD,12/4/2020 0:22
6358146,Air Max 3,99,35868776336,6358146,Cash,12/28/2020 6:21
2171317,Com 3,54,99112413497,2171317,Card,1/2/2021 2:45
4580010,Run Max 4,97,37494493051,4580010,Card,12/11/2020 19:02
7747606,Exer 6,82,25351500879,7747606,Card,1/19/2021 18:32
7953841,Com 9,25,10232199370,7953841,Cash,11/17/2020 10:20
6598677,Air 6,25,98594312385,6598677,Cash,11/17/2020 20:41
8467529,Pro Run 1,95,90214511352,8467529,Card,1/30/2021 13:20
2521385,Jordan Pro 6,81,65877958609,2521385,POD,11/25/2020 4:23
2063075,Air 8,62,73537305487,2063075,POD,12/27/2020 12:56
6855488,Jordan Pro 1,88,80489805046,6855488,Card,10/21/2020 2:00
2692721,Air 8,50,17583226889,2692721,POD,12/7/2020 15:14
9004772,Raft 9,90,56046749671,9004772,Card ,12/4/2020 21:36
9989578,Max 8,60,12915343433,9989578,Card ,12/30/2020 14:14
6058551,Raft 6,31,45879958733,6058551,Card,12/22/2020 16:22
6080607,Max 4,55,86237282286,6080607,Cash,11/29/2020 12:06
7789477,Pro Run 6,92,20761062303,7789477,Card ,12/13/2020 20:03
4378470,Hunch 10,92,90360779934,4378470,Card,1/25/2021 5:04
2511690,Raft 8,29,89320402096,2511690,Card,12/16/2020 17:44
638943,Com 3,61,31021543707,638943,POD,10/14/2020 5:36
6893903,Hunch 8,98,85004469397,6893903,Card,11/25/2020 13:21
7984736,Air 5,8,54743631944,7984736,Card,12/29/2020 7:40
2351478,Raft 3,50,79353665560,2351478,Card,10/8/2020 9:58
9854397,Raft 6,36,24738508735,9854397,Card,11/4/2020 8:14
3902403,Air 7,5,66267045322,3902403,Card,12/22/2020 13:42
7324908,Run 9,31,34500933002,7324908,Card,11/12/2020 20:25
3877011,Free Run 2,22,65255588934,3877011,Card,1/17/2021 2:21
254590,Jordan 10,53,39226192825,254590,POD,11/29/2020 12:07
3036502,Insane 9,13,33512229475,3036502,POD,10/16/2020 15:03
9216445,Max 1,84,12420875594,9216445,Cash,11/16/2020 22:39
8199582,Run 10,29,21414504355,8199582,POD,12/12/2020 5:03
4477440,Jordan 7,72,63272947843,4477440,Card,11/22/2020 13:52
5263928,Air 5,94,95201770610,5263928,Card,12/1/2020 6:26
6984788,Run Max 9,57,32292756572,6984788,Card,2/3/2021 20:51
8479244,Jordan Pro 6,54,13533030685,8479244,Card ,1/25/2021 4:58
4893315,Run 9,71,11379423959,4893315,Card ,12/8/2020 7:28
6246395,Soccer 7,75,89160586269,6246395,POD,10/31/2020 9:03
7685442,Insane 5,56,20547388937,7685442,POD,2/9/2021 15:07
869406,Hunch 7,20,37025663283,869406,Card,11/18/2020 2:41
7692737,Raft 6,52,98498485020,7692737,Cash,1/22/2021 15:57
8332409,Insane 10,18,90448982073,8332409,POD,10/16/2020 8:56
4506364,Exer 2,80,42020074150,4506364,POD,12/4/2020 3:38
7525015,Run 5,31,65111203079,7525015,Card ,10/22/2020 14:04
3729431,Max 2,59,46398841791,3729431,Cash,12/23/2020 16:17
5019903,Free Run 6,43,64522673253,5019903,Card ,11/15/2020 19:18
8423204,Jordan Pro 5,90,24855715884,8423204,Card ,12/4/2020 23:45
2010245,Air Max 5,47,66178555036,2010245,Card,1/30/2021 21:19
3666159,Soccer 3,3,68006590010,3666159,Cash,10/1/2020 13:32
4338374,Hunch 2,24,46704995492,4338374,Card,11/14/2020 21:41
6004757,Raft 9,63,84638306529,6004757,Card ,10/1/2020 15:12
2829827,Run Max 9,3,31525356464,2829827,Card,10/8/2020 23:28
6856335,Jordan Pro 3,85,11706604115,6856335,Card,11/24/2020 17:45
1989323,Air 10,66,35374607519,1989323,Cash,1/9/2021 10:56
170226,Hunch 10,50,29409736110,170226,POD,1/4/2021 18:31
2469561,Jordan 10,93,11716846319,2469561,Cash,10/4/2020 18:58
9815742,Soccer 6,49,52485786432,9815742,Cash,12/22/2020 11:42
6381993,Jordan 2,14,25672081532,6381993,Cash,11/1/2020 18:43
3357936,Pro Run 4,72,70374930084,3357936,Card ,11/1/2020 11:43
6232175,Max 10,85,25324594378,6232175,Cash,11/6/2020 6:42
7314999,Max 5,34,70001712773,7314999,Cash,2/10/2021 8:34
9743815,Com 7,56,58177966176,9743815,Card,10/6/2020 18:54
4592999,Run 10,82,60680544283,4592999,Cash,10/31/2020 13:38
9481588,Soccer 8,5,76800194472,9481588,Card ,12/18/2020 0:45
7316346,Com 4,3,82431249258,7316346,Card,10/25/2020 23:30
3644497,Pro Run 6,4,26718385463,3644497,Card,12/6/2020 23:36
5979874,Raft 2,18,77570869707,5979874,Cash,11/29/2020 8:59
1962931,Soccer 1,77,84812579883,1962931,POD,11/13/2020 1:16
5393939,Air Max 1,57,77220609150,5393939,POD,10/24/2020 13:02
9339744,Run Max 8,29,28295110165,9339744,Card,12/28/2020 10:03
2623539,Free Run 1,83,81405449752,2623539,POD,10/17/2020 0:41
1114978,Pro Run 4,80,93673641727,1114978,Cash,12/24/2020 19:24
721464,Com 3,57,40699371712,721464,Card,10/16/2020 11:24
3606144,Exer 10,13,64475899824,3606144,Card,1/7/2021 18:26
9237814,Jordan Pro 8,36,39925968844,9237814,Card,2/7/2021 13:12
3264187,Exer 9,8,16914713455,3264187,Card ,1/31/2021 4:49
9516204,Air Max 3,16,57899219354,9516204,Card,1/20/2021 5:26
7516126,Insane 5,3,25680774388,7516126,Cash,10/20/2020 0:03
6232815,Air 2,65,91204466039,6232815,Cash,12/6/2020 18:14
3099990,Raft 1,90,73277010842,3099990,POD,2/10/2021 1:26
